# Population 1	PMI_MAL_051901,PMI_MAL_051902,PMI_MAL_051903,PMI_MAL_051904,PMI_MAL_051905_2,PMI_MAL_051906,PMI_MAL_051907_F,PMI_MAL_051908_2,PMI_MAS_031401,PMI_MAS_031402
# Population 2	PMI_CYP_041801,PMI_CYP_041803,PMI_CYP_041804,PMI_CYP_041805,PMI_CYP_041806,PMI_CYP_041808,PMI_CYP_041809,PMI_CYP_041810,PMI_CYP_041811,PMI_CYP_041812,PMI_CYP_041813,PMI_CYP_041814,PMI_CYP_041817,PMI_CYP_041818,PMI_CYP_041819,PMI_CYP_041820,PMI_CYP_041821,PMI_CYP_041826,PMI_CYP_041829,PMI_CYP_041830,PMI_CYP_041833,PMI_CYP_041834,PMI_CYP_041835,PMI_CYP_041836,PMI_CYP_041838,PMI_CYP_041839,PMI_CYP_041840,PMI_CYP_041841,PMI_CYP_041842,PMI_CYP_041843,PMI_CYP_041845,PMI_CYP_041847,PMI_CYP_041849,PMI_CYP_041851,PMI_CYP_061601,PMI_CYP_061602,PMI_CYP_071606,PMI_LEB_0215633,PMI_LEB_0216630,PMI_LEB_0516634,PMI_LEB_635,PMI_LEB_651,PMI_LEB_733,PMI_LEB_734,PMI_LEB_743,PMI_LEB_744,PMI_LEB_746,PMI_RHO_041840,PMI_RHO_041841,PMI_RHO_041844,PMI_RHO_041845,PMI_RHO_041846,PMI_RHO_041847,PMI_RHO_041848,PMI_RHO_041850,PMI_RHO_041852
# Group defaultgrp	1,2
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
23234	un	1449779	-0.02445	0.00000	0.00000	-0.00043	0.00000	0.00000	0.00000	0.00000	0.00000
23235	un	1449861	0.19431	0.00000	0.00000	0.11626	0.00000	0.00000	0.12753	0.00000	0.00000
23246	un	1450581	-0.03195	0.00000	0.00000	-0.03223	0.00000	0.00000	-0.02655	0.00000	0.00000
23247	un	1450661	-0.00268	0.00000	0.00000	-0.00104	0.00000	0.00000	0.00222	0.00000	0.00000
23253	un	1450980	0.05788	0.00000	0.00000	0.01390	0.00000	0.00000	0.02194	0.00000	0.00000
23257	un	1451222	0.00041	0.00000	0.00000	0.00017	0.00000	0.00000	-0.00810	0.00000	0.00000
23269	un	1451943	0.34095	0.00000	0.00000	0.02442	0.00000	0.00000	0.01824	0.00000	0.00000
23274	un	1452263	-0.02668	0.00000	0.00000	-0.02577	0.00000	0.00000	-0.02730	0.00000	0.00000
23281	un	1452743	-0.02463	0.00000	0.00000	-0.00041	0.00000	0.00000	-0.00000	0.00000	0.00000
23293	un	1453463	0.21622	0.00000	0.00000	0.03306	0.00000	0.00000	0.02609	0.00000	0.00000
23295	un	1453623	0.05382	0.00000	0.00000	0.00828	0.00000	0.00000	0.00107	0.00000	0.00000
23308	un	1454503	0.08084	0.00000	0.00000	0.04105	0.00000	0.00000	0.05303	0.00000	0.00000
23322	un	1455303	-0.03306	0.00000	0.00000	-0.02588	0.00000	0.00000	-0.01558	0.00000	0.00000
23326	un	1455543	-0.01003	0.00000	0.00000	-0.00065	0.00000	0.00000	0.00112	0.00000	0.00000
23328	un	1455703	-0.02776	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
23332	un	1455943	0.00254	0.00000	0.00000	0.00165	0.00000	0.00000	0.02311	0.00000	0.00000
23334	un	1456103	-0.02043	0.00000	0.00000	-0.00136	0.00000	0.00000	-0.00280	0.00000	0.00000
23335	un	1456183	0.02827	0.00000	0.00000	0.00511	0.00000	0.00000	0.02079	0.00000	0.00000
23337	un	1456343	0.45479	0.00000	0.00000	0.06928	0.00000	0.00000	0.05728	0.00000	0.00000
23338	un	1456423	0.03341	0.00000	0.00000	0.00117	0.00000	0.00000	-0.00112	0.00000	0.00000
23346	un	1456904	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
23347	un	1456984	-0.00725	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00194	0.00000	0.00000
23356	un	1457627	0.14545	0.00000	0.00000	0.00274	0.00000	0.00000	0.00000	0.00000	0.00000
23360	un	1457947	0.49241	0.00000	0.00000	0.07479	0.00000	0.00000	0.06557	0.00000	0.00000
23361	un	1458027	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
23364	un	1458107	0.00533	0.00000	0.00000	0.00222	0.00000	0.00000	0.00809	0.00000	0.00000
23365	un	1458187	0.00214	0.00000	0.00000	0.00160	0.00000	0.00000	-0.00445	0.00000	0.00000
23366	un	1458267	0.03215	0.00000	0.00000	0.00579	0.00000	0.00000	0.01573	0.00000	0.00000
23372	un	1458666	0.26845	0.00000	0.00000	0.02646	0.00000	0.00000	0.01923	0.00000	0.00000
23374	un	1458748	0.13299	0.00000	0.00000	0.00268	0.00000	0.00000	0.00000	0.00000	0.00000
23375	un	1458828	-0.00566	0.00000	0.00000	-0.00050	0.00000	0.00000	0.00346	0.00000	0.00000
23376	un	1458908	0.60455	0.00000	0.00000	0.29502	0.00000	0.00000	0.28432	0.00000	0.00000
23379	un	1459148	-0.03151	0.00000	0.00000	-0.00052	0.00000	0.00000	0.00000	0.00000	0.00000
23380	un	1459227	-0.03137	0.00000	0.00000	-0.01620	0.00000	0.00000	-0.01917	0.00000	0.00000
23381	un	1459309	0.12749	0.00000	0.00000	0.05419	0.00000	0.00000	0.08109	0.00000	0.00000
23382	un	1459389	0.04827	0.00000	0.00000	0.02844	0.00000	0.00000	0.04922	0.00000	0.00000
23383	un	1459469	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
23386	un	1459629	-0.02779	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
23387	un	1459709	0.12271	0.00000	0.00000	0.00263	0.00000	0.00000	0.00000	0.00000	0.00000
23390	un	1459869	0.04879	0.00000	0.00000	0.00469	0.00000	0.00000	0.00067	0.00000	0.00000
23391	un	1459949	-0.03712	0.00000	0.00000	-0.03691	0.00000	0.00000	0.01306	0.00000	0.00000
23395	un	1460273	-0.02832	0.00000	0.00000	-0.02748	0.00000	0.00000	-0.02617	0.00000	0.00000
23399	un	1460516	-0.02481	0.00000	0.00000	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000
23400	un	1460596	0.44901	0.00000	0.00000	0.03979	0.00000	0.00000	0.02985	0.00000	0.00000
23401	un	1460675	0.15855	0.00000	0.00000	0.00348	0.00000	0.00000	0.00000	0.00000	0.00000
23404	un	1460919	0.12392	0.00000	0.00000	0.11570	0.00000	0.00000	0.12566	0.00000	0.00000
23412	un	1461325	-0.02642	0.00000	0.00000	-0.01480	0.00000	0.00000	-0.01148	0.00000	0.00000
23426	un	1462285	0.00864	0.00000	0.00000	0.00674	0.00000	0.00000	0.00135	0.00000	0.00000
23430	un	1462605	0.13772	0.00000	0.00000	0.06473	0.00000	0.00000	0.07485	0.00000	0.00000
23433	un	1462765	-0.02478	0.00000	0.00000	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000
23435	un	1462925	-0.01147	0.00000	0.00000	-0.00457	0.00000	0.00000	-0.00137	0.00000	0.00000
23440	un	1463245	0.40999	0.00000	0.00000	0.04573	0.00000	0.00000	0.03797	0.00000	0.00000
23442	un	1463405	0.01729	0.00000	0.00000	0.01694	0.00000	0.00000	0.00666	0.00000	0.00000
23450	un	1463889	-0.02894	0.00000	0.00000	-0.01317	0.00000	0.00000	-0.01537	0.00000	0.00000
23451	un	1463969	0.16753	0.00000	0.00000	0.00352	0.00000	0.00000	0.00000	0.00000	0.00000
23459	un	1464529	-0.02463	0.00000	0.00000	-0.00041	0.00000	0.00000	-0.00000	0.00000	0.00000
23460	un	1464609	0.00897	0.00000	0.00000	0.00105	0.00000	0.00000	0.00566	0.00000	0.00000
23468	un	1465169	-0.03154	0.00000	0.00000	-0.00051	0.00000	0.00000	0.00000	0.00000	0.00000
23474	un	1465649	-0.03145	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
23479	un	1465969	0.04030	0.00000	0.00000	0.01473	0.00000	0.00000	0.02300	0.00000	0.00000
23480	un	1466049	-0.01789	0.00000	0.00000	-0.00062	0.00000	0.00000	0.00022	0.00000	0.00000
23481	un	1466128	0.61630	0.00000	0.00000	0.14041	0.00000	0.00000	0.12821	0.00000	0.00000
23482	un	1466210	0.10052	0.00000	0.00000	0.10036	0.00000	0.00000	0.09816	0.00000	0.00000
23488	un	1466530	0.13552	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000
23489	un	1466610	-0.02861	0.00000	0.00000	-0.02728	0.00000	0.00000	-0.02971	0.00000	0.00000
23492	un	1466850	0.08174	0.00000	0.00000	0.02929	0.00000	0.00000	0.02254	0.00000	0.00000
23495	un	1467090	-0.02439	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
23497	un	1467170	-0.03151	0.00000	0.00000	-0.00052	0.00000	0.00000	0.00000	0.00000	0.00000
23500	un	1467330	0.07774	0.00000	0.00000	0.00762	0.00000	0.00000	0.00034	0.00000	0.00000
23501	un	1467410	0.05113	0.00000	0.00000	0.01193	0.00000	0.00000	0.02051	0.00000	0.00000
23509	un	1467650	-0.03355	0.00000	0.00000	-0.01306	0.00000	0.00000	-0.01328	0.00000	0.00000
23515	un	1467970	0.14858	0.00000	0.00000	0.10634	0.00000	0.00000	0.11794	0.00000	0.00000
23518	un	1468207	0.06393	0.00000	0.00000	0.06150	0.00000	0.00000	0.05755	0.00000	0.00000
23525	un	1468774	0.11561	0.00000	0.00000	0.00214	0.00000	0.00000	-0.00082	0.00000	0.00000
23529	un	1469014	-0.03340	0.00000	0.00000	-0.03395	0.00000	0.00000	-0.02317	0.00000	0.00000
23531	un	1469172	-0.01396	0.00000	0.00000	-0.00092	0.00000	0.00000	0.00112	0.00000	0.00000
23532	un	1469256	0.00567	0.00000	0.00000	0.00320	0.00000	0.00000	0.01667	0.00000	0.00000
23534	un	1469336	-0.00396	0.00000	0.00000	-0.00110	0.00000	0.00000	-0.00745	0.00000	0.00000
23538	un	1469576	-0.03142	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
23540	un	1469736	0.15551	0.00000	0.00000	0.00346	0.00000	0.00000	0.00000	0.00000	0.00000
23550	un	1470456	-0.02623	0.00000	0.00000	-0.01264	0.00000	0.00000	-0.00768	0.00000	0.00000
23555	un	1470776	0.07997	0.00000	0.00000	0.04573	0.00000	0.00000	0.03705	0.00000	0.00000
23559	un	1471096	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
23563	un	1471416	-0.02481	0.00000	0.00000	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000
23565	un	1471576	-0.02463	0.00000	0.00000	-0.00041	0.00000	0.00000	-0.00000	0.00000	0.00000
23572	un	1472136	-0.03585	0.00000	0.00000	-0.03451	0.00000	0.00000	-0.04008	0.00000	0.00000
23573	un	1472216	-0.03763	0.00000	0.00000	-0.00988	0.00000	0.00000	-0.00985	0.00000	0.00000
23579	un	1472535	0.01446	0.00000	0.00000	0.00919	0.00000	0.00000	0.00286	0.00000	0.00000
23586	un	1473017	0.45208	0.00000	0.00000	0.14936	0.00000	0.00000	0.13590	0.00000	0.00000
23592	un	1473417	0.11132	0.00000	0.00000	0.00212	0.00000	0.00000	0.00000	0.00000	0.00000
23594	un	1473577	0.16457	0.00000	0.00000	0.00351	0.00000	0.00000	0.00000	0.00000	0.00000
23595	un	1473657	-0.02776	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
23596	un	1473737	0.11347	0.00000	0.00000	0.00213	0.00000	0.00000	0.00000	0.00000	0.00000
23602	un	1474057	0.21012	0.00000	0.00000	0.13490	0.00000	0.00000	0.15741	0.00000	0.00000
23605	un	1474297	0.18276	0.00000	0.00000	0.11083	0.00000	0.00000	0.12412	0.00000	0.00000
23607	un	1474457	-0.03196	0.00000	0.00000	-0.03242	0.00000	0.00000	-0.03367	0.00000	0.00000
23610	un	1474617	-0.03697	0.00000	0.00000	-0.00443	0.00000	0.00000	-0.00496	0.00000	0.00000
23611	un	1474697	-0.01059	0.00000	0.00000	-0.00755	0.00000	0.00000	0.00271	0.00000	0.00000
23616	un	1474862	-0.01207	0.00000	0.00000	-0.00069	0.00000	0.00000	-0.00236	0.00000	0.00000
23618	un	1475022	-0.02878	0.00000	0.00000	-0.00238	0.00000	0.00000	-0.00339	0.00000	0.00000
23621	un	1475182	0.11984	0.00000	0.00000	0.00216	0.00000	0.00000	0.00000	0.00000	0.00000
23623	un	1475342	0.24075	0.00000	0.00000	0.01801	0.00000	0.00000	0.09248	0.00000	0.00000
23631	un	1475742	-0.03349	0.00000	0.00000	-0.02205	0.00000	0.00000	-0.02316	0.00000	0.00000
23638	un	1476062	-0.03148	0.00000	0.00000	-0.00053	0.00000	0.00000	0.00000	0.00000	0.00000
23648	un	1476864	-0.02766	0.00000	0.00000	-0.00046	0.00000	0.00000	-0.00000	0.00000	0.00000
23656	un	1477265	0.38381	0.00000	0.00000	0.03070	0.00000	0.00000	0.02299	0.00000	0.00000
23659	un	1477507	0.11256	0.00000	0.00000	0.05541	0.00000	0.00000	0.04512	0.00000	0.00000
23662	un	1477747	0.34480	0.00000	0.00000	0.02445	0.00000	0.00000	0.01824	0.00000	0.00000
23663	un	1477827	0.06917	0.00000	0.00000	0.03276	0.00000	0.00000	0.04906	0.00000	0.00000
23673	un	1478640	-0.02455	0.00000	0.00000	-0.00042	0.00000	0.00000	-0.00000	0.00000	0.00000
23674	un	1478720	0.17867	0.00000	0.00000	0.01530	0.00000	0.00000	0.08880	0.00000	0.00000
23675	un	1478798	-0.02773	0.00000	0.00000	-0.00948	0.00000	0.00000	-0.01031	0.00000	0.00000
23683	un	1479364	-0.02450	0.00000	0.00000	-0.00043	0.00000	0.00000	-0.00000	0.00000	0.00000
23693	un	1479924	-0.02779	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
23701	un	1480492	-0.02759	0.00000	0.00000	-0.00048	0.00000	0.00000	-0.00000	0.00000	0.00000
23702	un	1480572	-0.03576	0.00000	0.00000	-0.03594	0.00000	0.00000	-0.04198	0.00000	0.00000
23703	un	1480650	0.13299	0.00000	0.00000	0.00268	0.00000	0.00000	0.00000	0.00000	0.00000
23704	un	1480734	-0.03376	0.00000	0.00000	-0.02256	0.00000	0.00000	-0.02347	0.00000	0.00000
23706	un	1480894	0.38804	0.00000	0.00000	0.03073	0.00000	0.00000	0.02299	0.00000	0.00000
23707	un	1480974	-0.03509	0.00000	0.00000	-0.00367	0.00000	0.00000	-0.00465	0.00000	0.00000
23714	un	1481291	0.30840	0.00000	0.00000	0.02417	0.00000	0.00000	0.01824	0.00000	0.00000
23718	un	1481537	0.14052	0.00000	0.00000	0.00272	0.00000	0.00000	0.00000	0.00000	0.00000
23730	un	1482343	-0.02783	0.00000	0.00000	-0.01565	0.00000	0.00000	-0.00517	0.00000	0.00000
23732	un	1482503	0.11984	0.00000	0.00000	0.00216	0.00000	0.00000	0.00000	0.00000	0.00000
23733	un	1482583	0.11984	0.00000	0.00000	0.00216	0.00000	0.00000	0.00000	0.00000	0.00000
23736	un	1482823	0.03461	0.00000	0.00000	0.00668	0.00000	0.00000	0.00173	0.00000	0.00000
23740	un	1483143	-0.03309	0.00000	0.00000	-0.03131	0.00000	0.00000	-0.03385	0.00000	0.00000
23741	un	1483223	0.11749	0.00000	0.00000	0.00998	0.00000	0.00000	0.00409	0.00000	0.00000
23749	un	1483703	0.04444	0.00000	0.00000	0.04559	0.00000	0.00000	0.04524	0.00000	0.00000
23750	un	1483783	0.06744	0.00000	0.00000	0.01990	0.00000	0.00000	0.03129	0.00000	0.00000
23752	un	1483863	0.32919	0.00000	0.00000	0.01636	0.00000	0.00000	0.00943	0.00000	0.00000
23753	un	1483943	-0.03552	0.00000	0.00000	-0.00378	0.00000	0.00000	-0.00470	0.00000	0.00000
23755	un	1484103	-0.03808	0.00000	0.00000	-0.03883	0.00000	0.00000	-0.04918	0.00000	0.00000
23756	un	1484183	-0.02763	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00000	0.00000	0.00000
23758	un	1484343	0.17340	0.00000	0.00000	0.00354	0.00000	0.00000	0.00000	0.00000	0.00000
23759	un	1484423	0.11132	0.00000	0.00000	0.00212	0.00000	0.00000	0.00000	0.00000	0.00000
23761	un	1484503	-0.03126	0.00000	0.00000	-0.00058	0.00000	0.00000	0.00000	0.00000	0.00000
23762	un	1484583	-0.00456	0.00000	0.00000	-0.00037	0.00000	0.00000	0.00181	0.00000	0.00000
23764	un	1484743	0.13803	0.00000	0.00000	0.00271	0.00000	0.00000	0.00000	0.00000	0.00000
23773	un	1485223	0.13803	0.00000	0.00000	0.00271	0.00000	0.00000	0.00000	0.00000	0.00000
23774	un	1485303	0.00587	0.00000	0.00000	0.00063	0.00000	0.00000	0.00501	0.00000	0.00000
23777	un	1485543	0.07304	0.00000	0.00000	0.05198	0.00000	0.00000	0.06406	0.00000	0.00000
23779	un	1485703	0.02290	0.00000	0.00000	0.01556	0.00000	0.00000	0.02324	0.00000	0.00000
23782	un	1485863	-0.02763	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00000	0.00000	0.00000
23790	un	1486343	-0.00036	0.00000	0.00000	-0.00011	0.00000	0.00000	0.00459	0.00000	0.00000
23799	un	1487063	0.03660	0.00000	0.00000	0.02474	0.00000	0.00000	0.01881	0.00000	0.00000
23802	un	1487223	0.15947	0.00000	0.00000	0.14499	0.00000	0.00000	0.22174	0.00000	0.00000
23805	un	1487463	0.17048	0.00000	0.00000	0.00353	0.00000	0.00000	0.00000	0.00000	0.00000
23808	un	1487623	-0.02920	0.00000	0.00000	-0.01796	0.00000	0.00000	-0.01363	0.00000	0.00000
23817	un	1488183	0.02523	0.00000	0.00000	0.02497	0.00000	0.00000	0.03956	0.00000	0.00000
23825	un	1488744	-0.02157	0.00000	0.00000	-0.00072	0.00000	0.00000	0.00020	0.00000	0.00000
23830	un	1489064	-0.04023	0.00000	0.00000	-0.03010	0.00000	0.00000	-0.03022	0.00000	0.00000
23831	un	1489144	-0.02478	0.00000	0.00000	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000
23843	un	1490024	-0.03530	0.00000	0.00000	-0.02352	0.00000	0.00000	-0.02244	0.00000	0.00000
23846	un	1490264	0.15855	0.00000	0.00000	0.00348	0.00000	0.00000	-0.00118	0.00000	0.00000
23848	un	1490424	0.37518	0.00000	0.00000	0.03063	0.00000	0.00000	0.01978	0.00000	0.00000
23851	un	1490504	-0.03182	0.00000	0.00000	-0.00292	0.00000	0.00000	-0.00428	0.00000	0.00000
23854	un	1490744	0.09675	0.00000	0.00000	0.05045	0.00000	0.00000	0.06185	0.00000	0.00000
23861	un	1491144	0.08806	0.00000	0.00000	0.04541	0.00000	0.00000	0.05902	0.00000	0.00000
23865	un	1491384	-0.02742	0.00000	0.00000	-0.02433	0.00000	0.00000	-0.01520	0.00000	0.00000
23867	un	1491464	0.47911	0.00000	0.00000	0.05778	0.00000	0.00000	0.04800	0.00000	0.00000
23874	un	1491864	0.13545	0.00000	0.00000	0.06608	0.00000	0.00000	0.07799	0.00000	0.00000
23875	un	1491944	0.12568	0.00000	0.00000	0.11251	0.00000	0.00000	0.10871	0.00000	0.00000
23878	un	1492184	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
23885	un	1492584	-0.03130	0.00000	0.00000	-0.00057	0.00000	0.00000	0.00000	0.00000	0.00000
23887	un	1492664	-0.02474	0.00000	0.00000	-0.00039	0.00000	0.00000	0.00000	0.00000	0.00000
23891	un	1492984	0.45995	0.00000	0.00000	0.47957	0.00000	0.00000	0.48839	0.00000	0.00000
23895	un	1493305	0.25052	0.00000	0.00000	0.02595	0.00000	0.00000	0.01889	0.00000	0.00000
23903	un	1493545	0.03332	0.00000	0.00000	0.02382	0.00000	0.00000	0.20316	0.00000	0.00000
23905	un	1493705	-0.02773	0.00000	0.00000	-0.00045	0.00000	0.00000	0.00000	0.00000	0.00000
23906	un	1493785	0.27750	0.00000	0.00000	0.01264	0.00000	0.00000	0.00730	0.00000	0.00000
23907	un	1493865	-0.03154	0.00000	0.00000	-0.00051	0.00000	0.00000	0.00000	0.00000	0.00000
23911	un	1494186	0.21924	0.00000	0.00000	0.13984	0.00000	0.00000	0.17495	0.00000	0.00000
23912	un	1494266	-0.01865	0.00000	0.00000	-0.00098	0.00000	0.00000	0.00065	0.00000	0.00000
23920	un	1494747	-0.03368	0.00000	0.00000	-0.01270	0.00000	0.00000	0.03996	0.00000	0.00000
23927	un	1494987	0.10478	0.00000	0.00000	0.00209	0.00000	0.00000	0.00000	0.00000	0.00000
23929	un	1495147	0.05440	0.00000	0.00000	0.02524	0.00000	0.00000	0.01722	0.00000	0.00000
23931	un	1495307	-0.03151	0.00000	0.00000	-0.00052	0.00000	0.00000	0.00000	0.00000	0.00000
23932	un	1495387	0.15806	0.00000	0.00000	0.08438	0.00000	0.00000	0.10173	0.00000	0.00000
23939	un	1495948	0.28548	0.00000	0.00000	0.02690	0.00000	0.00000	0.01952	0.00000	0.00000
23941	un	1496108	0.21055	0.00000	0.00000	0.17680	0.00000	0.00000	0.22613	0.00000	0.00000
23949	un	1496588	-0.02928	0.00000	0.00000	-0.00249	0.00000	0.00000	-0.00302	0.00000	0.00000
23952	un	1496828	-0.02652	0.00000	0.00000	-0.01028	0.00000	0.00000	-0.00652	0.00000	0.00000
23954	un	1496908	-0.02929	0.00000	0.00000	-0.00246	0.00000	0.00000	-0.00343	0.00000	0.00000
23959	un	1497148	0.12194	0.00000	0.00000	0.00217	0.00000	0.00000	0.00000	0.00000	0.00000
23964	un	1497470	0.08739	0.00000	0.00000	0.03039	0.00000	0.00000	0.04349	0.00000	0.00000
23983	un	1498670	0.20339	0.00000	0.00000	0.17715	0.00000	0.00000	0.18499	0.00000	0.00000
23987	un	1498910	-0.02766	0.00000	0.00000	-0.00046	0.00000	0.00000	-0.00000	0.00000	0.00000
23989	un	1499078	0.05312	0.00000	0.00000	0.02993	0.00000	0.00000	0.04287	0.00000	0.00000
23996	un	1499558	0.38381	0.00000	0.00000	0.03070	0.00000	0.00000	0.02299	0.00000	0.00000
24001	un	1499799	-0.02745	0.00000	0.00000	-0.00050	0.00000	0.00000	0.00000	0.00000	0.00000
24012	un	1500441	-0.02763	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00000	0.00000	0.00000
24017	un	1500760	0.25863	0.00000	0.00000	0.01253	0.00000	0.00000	0.00730	0.00000	0.00000
24018	un	1500844	0.10415	0.00000	0.00000	0.03919	0.00000	0.00000	0.05653	0.00000	0.00000
24022	un	1501164	0.04510	0.00000	0.00000	0.01868	0.00000	0.00000	0.02529	0.00000	0.00000
24025	un	1501404	-0.02782	0.00000	0.00000	-0.00043	0.00000	0.00000	0.00000	0.00000	0.00000
24027	un	1501484	0.15130	0.00000	0.00000	0.07757	0.00000	0.00000	0.10061	0.00000	0.00000
24028	un	1501564	0.09658	0.00000	0.00000	0.02344	0.00000	0.00000	0.01644	0.00000	0.00000
24030	un	1501724	-0.02779	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
24035	un	1502044	0.15551	0.00000	0.00000	0.00346	0.00000	0.00000	0.00000	0.00000	0.00000
24038	un	1502284	0.02396	0.00000	0.00000	0.00355	0.00000	0.00000	0.00879	0.00000	0.00000
24040	un	1502444	0.14299	0.00000	0.00000	0.00273	0.00000	0.00000	0.00000	0.00000	0.00000
24042	un	1502604	0.11347	0.00000	0.00000	0.00213	0.00000	0.00000	0.00000	0.00000	0.00000
24043	un	1502684	0.44028	0.00000	0.00000	0.06882	0.00000	0.00000	0.09106	0.00000	0.00000
24045	un	1502844	-0.02688	0.00000	0.00000	-0.00493	0.00000	0.00000	-0.00680	0.00000	0.00000
24047	un	1503004	0.11984	0.00000	0.00000	0.00216	0.00000	0.00000	0.00000	0.00000	0.00000
24058	un	1503484	0.32145	0.00000	0.00000	0.33927	0.00000	0.00000	0.37379	0.00000	0.00000
24060	un	1503644	0.15252	0.00000	0.00000	0.07748	0.00000	0.00000	0.10327	0.00000	0.00000
24070	un	1504284	0.13803	0.00000	0.00000	0.00271	0.00000	0.00000	0.00000	0.00000	0.00000
24072	un	1504444	0.17630	0.00000	0.00000	0.00355	0.00000	0.00000	0.00000	0.00000	0.00000
24079	un	1504764	0.15855	0.00000	0.00000	0.00348	0.00000	0.00000	0.00000	0.00000	0.00000
24081	un	1504924	0.21251	0.00000	0.00000	0.04854	0.00000	0.00000	0.04073	0.00000	0.00000
24086	un	1505244	0.21561	0.00000	0.00000	0.15322	0.00000	0.00000	0.14098	0.00000	0.00000
24089	un	1505484	0.16753	0.00000	0.00000	0.00352	0.00000	0.00000	0.00000	0.00000	0.00000
24098	un	1505964	-0.02463	0.00000	0.00000	-0.00041	0.00000	0.00000	-0.00000	0.00000	0.00000
24100	un	1506124	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
24107	un	1506604	-0.03151	0.00000	0.00000	-0.00052	0.00000	0.00000	0.00000	0.00000	0.00000
24112	un	1507001	0.10501	0.00000	0.00000	0.06881	0.00000	0.00000	0.09282	0.00000	0.00000
24116	un	1507255	0.23611	0.00000	0.00000	0.01003	0.00000	0.00000	0.00581	0.00000	0.00000
24118	un	1507415	0.01874	0.00000	0.00000	0.01381	0.00000	0.00000	0.01941	0.00000	0.00000
24121	un	1507655	-0.00652	0.00000	0.00000	-0.00329	0.00000	0.00000	-0.00987	0.00000	0.00000
24126	un	1507975	0.19805	0.00000	0.00000	0.02264	0.00000	0.00000	0.01578	0.00000	0.00000
24129	un	1508135	0.10698	0.00000	0.00000	0.00210	0.00000	0.00000	0.00000	0.00000	0.00000
24132	un	1508295	-0.03772	0.00000	0.00000	-0.03843	0.00000	0.00000	-0.04002	0.00000	0.00000
24134	un	1508455	0.31685	0.00000	0.00000	0.02424	0.00000	0.00000	0.01824	0.00000	0.00000
24139	un	1508697	0.20552	0.00000	0.00000	0.12878	0.00000	0.00000	0.15158	0.00000	0.00000
24141	un	1508859	-0.02782	0.00000	0.00000	-0.00043	0.00000	0.00000	0.00000	0.00000	0.00000
24142	un	1508939	-0.03256	0.00000	0.00000	-0.02083	0.00000	0.00000	-0.02232	0.00000	0.00000
24148	un	1509341	0.01142	0.00000	0.00000	0.00358	0.00000	0.00000	0.01023	0.00000	0.00000
24150	un	1509421	0.16273	0.00000	0.00000	0.11495	0.00000	0.00000	0.12516	0.00000	0.00000
24151	un	1509501	-0.02759	0.00000	0.00000	-0.00048	0.00000	0.00000	-0.00000	0.00000	0.00000
24154	un	1509661	-0.02478	0.00000	0.00000	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000
24166	un	1510541	0.07951	0.00000	0.00000	0.06511	0.00000	0.00000	0.07494	0.00000	0.00000
24169	un	1510701	-0.04062	0.00000	0.00000	-0.02622	0.00000	0.00000	-0.03026	0.00000	0.00000
24170	un	1510781	-0.03367	0.00000	0.00000	-0.00432	0.00000	0.00000	-0.00413	0.00000	0.00000
24172	un	1510941	-0.02139	0.00000	0.00000	-0.00072	0.00000	0.00000	0.00021	0.00000	0.00000
24175	un	1511180	-0.03138	0.00000	0.00000	-0.00055	0.00000	0.00000	-0.00000	0.00000	0.00000
24189	un	1511982	0.17465	0.00000	0.00000	0.17846	0.00000	0.00000	0.18500	0.00000	0.00000
